Geneid	Chr	Start	End	Strand
all_samples_summits_34274	chr10	95940876	95941376	.
all_samples_summits_34275	chr10	96015738	96016238	.
all_samples_summits_34276	chr10	96033607	96034107	.
all_samples_summits_34277	chr10	96125703	96126203	.
all_samples_summits_34278	chr10	96188087	96188587	.
all_samples_summits_34279	chr10	96213870	96214370	.
all_samples_summits_34280	chr10	96230291	96230791	.
all_samples_summits_34281	chr10	96264794	96265294	.
all_samples_summits_34282	chr10	96309663	96310163	.
all_samples_summits_34283	chr10	96325383	96325883	.
all_samples_summits_34284	chr10	96337972	96338472	.
all_samples_summits_34285	chr10	96338525	96339025	.
all_samples_summits_34286	chr10	96342446	96342946	.
all_samples_summits_34287	chr10	96459125	96459625	.
all_samples_summits_34288	chr10	96463708	96464208	.
all_samples_summits_34289	chr10	96493687	96494187	.
all_samples_summits_34290	chr10	96499195	96499695	.
all_samples_summits_34291	chr10	96616702	96617202	.
all_samples_summits_34292	chr10	96617272	96617772	.
all_samples_summits_34293	chr10	96618210	96618710	.
all_samples_summits_34294	chr10	96620729	96621229	.
all_samples_summits_34295	chr10	96621475	96621975	.
all_samples_summits_34296	chr10	96623150	96623650	.
all_samples_summits_34297	chr10	96628287	96628787	.
all_samples_summits_34298	chr10	96632809	96633309	.
all_samples_summits_34299	chr10	96686091	96686591	.
all_samples_summits_34300	chr10	96686799	96687299	.
all_samples_summits_34301	chr10	96690243	96690743	.
all_samples_summits_34302	chr10	96690860	96691360	.
all_samples_summits_34303	chr10	96697665	96698165	.
all_samples_summits_34304	chr10	96708405	96708905	.
all_samples_summits_34305	chr10	96709911	96710411	.
all_samples_summits_34306	chr10	96716363	96716863	.
all_samples_summits_34307	chr10	96722430	96722930	.
all_samples_summits_34308	chr10	96727416	96727916	.
all_samples_summits_34309	chr10	96735856	96736356	.
all_samples_summits_34310	chr10	96750826	96751326	.
all_samples_summits_34311	chr10	96751442	96751942	.
all_samples_summits_34312	chr10	96756607	96757107	.
all_samples_summits_34313	chr10	96875630	96876130	.
all_samples_summits_34314	chr10	96947946	96948446	.
all_samples_summits_34315	chr10	97059774	97060274	.
all_samples_summits_34316	chr10	97312923	97313423	.
all_samples_summits_34317	chr10	97313565	97314065	.
all_samples_summits_34318	chr10	97397428	97397928	.
all_samples_summits_34319	chr10	97436669	97437169	.
all_samples_summits_34320	chr10	97442270	97442770	.
all_samples_summits_34321	chr10	97793741	97794241	.
all_samples_summits_34322	chr10	98291992	98292492	.
all_samples_summits_34323	chr10	98370559	98371059	.
all_samples_summits_34324	chr10	98374679	98375179	.
all_samples_summits_34325	chr10	98536575	98537075	.
all_samples_summits_34326	chr10	98538654	98539154	.
all_samples_summits_34327	chr10	98561957	98562457	.
all_samples_summits_34328	chr10	98572733	98573233	.
all_samples_summits_34329	chr10	98684183	98684683	.
all_samples_summits_34330	chr10	98694911	98695411	.
all_samples_summits_34331	chr10	98699466	98699966	.
all_samples_summits_34332	chr10	98702416	98702916	.
all_samples_summits_34333	chr10	98704513	98705013	.
all_samples_summits_34334	chr10	98744168	98744668	.
all_samples_summits_34335	chr10	98828978	98829478	.
all_samples_summits_34336	chr10	98864848	98865348	.
all_samples_summits_34337	chr10	98880020	98880520	.
all_samples_summits_34338	chr10	98914198	98914698	.
all_samples_summits_34339	chr10	98914837	98915337	.
all_samples_summits_34340	chr10	98943884	98944384	.
all_samples_summits_34341	chr10	99047046	99047546	.
all_samples_summits_34342	chr10	99050040	99050540	.
all_samples_summits_34343	chr10	99081452	99081952	.
all_samples_summits_34344	chr10	99084845	99085345	.
all_samples_summits_34345	chr10	99106832	99107332	.
all_samples_summits_34346	chr10	99107841	99108341	.
all_samples_summits_34347	chr10	99108530	99109030	.
all_samples_summits_34348	chr10	99124299	99124799	.
all_samples_summits_34349	chr10	99168790	99169290	.
all_samples_summits_34350	chr10	99190689	99191189	.
all_samples_summits_34351	chr10	99197925	99198425	.
all_samples_summits_34352	chr10	99201739	99202239	.
all_samples_summits_34353	chr10	99202295	99202795	.
all_samples_summits_34354	chr10	99204500	99205000	.
all_samples_summits_34355	chr10	99237179	99237679	.
all_samples_summits_34356	chr10	99237842	99238342	.
all_samples_summits_34357	chr10	99241929	99242429	.
all_samples_summits_34358	chr10	99242645	99243145	.
all_samples_summits_34359	chr10	99243837	99244337	.
all_samples_summits_34360	chr10	99261581	99262081	.
all_samples_summits_34361	chr10	99262224	99262724	.
all_samples_summits_34362	chr10	99262937	99263437	.
all_samples_summits_34363	chr10	99263685	99264185	.
all_samples_summits_34364	chr10	99268360	99268860	.
all_samples_summits_34365	chr10	99297583	99298083	.
all_samples_summits_34366	chr10	99298806	99299306	.
all_samples_summits_34367	chr10	99308831	99309331	.
all_samples_summits_34368	chr10	99396498	99396998	.
all_samples_summits_34369	chr10	99431139	99431639	.
all_samples_summits_34370	chr10	99441880	99442380	.
all_samples_summits_34371	chr10	99459977	99460477	.
all_samples_summits_34372	chr10	99461070	99461570	.
all_samples_summits_34373	chr10	99555792	99556292	.
all_samples_summits_34374	chr10	99573980	99574480	.
all_samples_summits_34375	chr10	99577205	99577705	.
all_samples_summits_34376	chr10	99948668	99949168	.
all_samples_summits_34377	chr10	100015486	100015986	.
all_samples_summits_34378	chr10	100016323	100016823	.
all_samples_summits_34379	chr10	100486633	100487133	.
all_samples_summits_34380	chr10	100487223	100487723	.
all_samples_summits_34381	chr10	100588980	100589480	.
all_samples_summits_34382	chr10	102511662	102512162	.
all_samples_summits_34383	chr10	103367404	103367904	.
all_samples_summits_34384	chr10	103368459	103368959	.
all_samples_summits_34385	chr10	103369014	103369514	.
all_samples_summits_34386	chr10	105492424	105492924	.
all_samples_summits_34387	chr10	105509891	105510391	.
all_samples_summits_34388	chr10	105518441	105518941	.
all_samples_summits_34389	chr10	105522367	105522867	.
all_samples_summits_34390	chr10	105523329	105523829	.
all_samples_summits_34391	chr10	105523845	105524345	.
all_samples_summits_34392	chr10	105573230	105573730	.
all_samples_summits_34393	chr10	105573747	105574247	.
all_samples_summits_34394	chr10	105574263	105574763	.
all_samples_summits_34395	chr10	105575174	105575674	.
all_samples_summits_34396	chr10	105774358	105774858	.
all_samples_summits_34397	chr10	105794094	105794594	.
all_samples_summits_34398	chr10	105840862	105841362	.
all_samples_summits_34399	chr10	105841446	105841946	.
all_samples_summits_34400	chr10	106775588	106776088	.
all_samples_summits_34401	chr10	107123949	107124449	.
all_samples_summits_34402	chr10	107467787	107468287	.
all_samples_summits_34403	chr10	107905225	107905725	.
all_samples_summits_34404	chr10	107932382	107932882	.
all_samples_summits_34405	chr10	107933499	107933999	.
all_samples_summits_34406	chr10	107966920	107967420	.
all_samples_summits_34407	chr10	108048396	108048896	.
all_samples_summits_34408	chr10	108067599	108068099	.
all_samples_summits_34409	chr10	108071424	108071924	.
all_samples_summits_34410	chr10	108072126	108072626	.
all_samples_summits_34411	chr10	108113293	108113793	.
all_samples_summits_34412	chr10	108161335	108161835	.
all_samples_summits_34413	chr10	108161895	108162395	.
all_samples_summits_34414	chr10	108162698	108163198	.
all_samples_summits_34415	chr10	108173163	108173663	.
all_samples_summits_34416	chr10	108190544	108191044	.
all_samples_summits_34417	chr10	108299790	108300290	.
all_samples_summits_34418	chr10	108300761	108301261	.
all_samples_summits_34419	chr10	108307741	108308241	.
all_samples_summits_34420	chr10	108330907	108331407	.
all_samples_summits_34421	chr10	108331847	108332347	.
all_samples_summits_34422	chr10	108332428	108332928	.
all_samples_summits_34423	chr10	108333100	108333600	.
all_samples_summits_34424	chr10	108337994	108338494	.
all_samples_summits_34425	chr10	108377973	108378473	.
all_samples_summits_34426	chr10	108406478	108406978	.
all_samples_summits_34427	chr10	108407315	108407815	.
all_samples_summits_34428	chr10	108408044	108408544	.
all_samples_summits_34429	chr10	108408961	108409461	.
all_samples_summits_34430	chr10	108409526	108410026	.
all_samples_summits_34431	chr10	108432208	108432708	.
all_samples_summits_34432	chr10	108433897	108434397	.
all_samples_summits_34433	chr10	108434714	108435214	.
all_samples_summits_34434	chr10	108435542	108436042	.
all_samples_summits_34435	chr10	108444426	108444926	.
all_samples_summits_34436	chr10	108445068	108445568	.
all_samples_summits_34437	chr10	108445615	108446115	.
all_samples_summits_34438	chr10	108446437	108446937	.
all_samples_summits_34439	chr10	108447198	108447698	.
all_samples_summits_34440	chr10	108448297	108448797	.
all_samples_summits_34441	chr10	108504895	108505395	.
all_samples_summits_34442	chr10	108531025	108531525	.
all_samples_summits_34443	chr10	108531679	108532179	.
all_samples_summits_34444	chr10	108532215	108532715	.
all_samples_summits_34445	chr10	108534062	108534562	.
all_samples_summits_34446	chr10	108537594	108538094	.
all_samples_summits_34447	chr10	108538529	108539029	.
all_samples_summits_34448	chr10	108581505	108582005	.
all_samples_summits_34449	chr10	110744043	110744543	.
all_samples_summits_34450	chr10	110745144	110745644	.
all_samples_summits_34451	chr10	110919948	110920448	.
all_samples_summits_34452	chr10	110927574	110928074	.
all_samples_summits_34453	chr10	111009799	111010299	.
all_samples_summits_34454	chr10	111164363	111164863	.
all_samples_summits_34455	chr10	111165400	111165900	.
all_samples_summits_34456	chr10	111214030	111214530	.
all_samples_summits_34457	chr10	111226464	111226964	.
all_samples_summits_34458	chr10	111280365	111280865	.
all_samples_summits_34459	chr10	111298372	111298872	.
all_samples_summits_34460	chr10	111389870	111390370	.
all_samples_summits_34461	chr10	111420394	111420894	.
all_samples_summits_34462	chr10	111472914	111473414	.
all_samples_summits_34463	chr10	111503029	111503529	.
all_samples_summits_34464	chr10	111503706	111504206	.
all_samples_summits_34465	chr10	111505781	111506281	.
all_samples_summits_34466	chr10	111506290	111506790	.
all_samples_summits_34467	chr10	111507370	111507870	.
all_samples_summits_34468	chr10	111509172	111509672	.
all_samples_summits_34469	chr10	111509913	111510413	.
all_samples_summits_34470	chr10	111510778	111511278	.
all_samples_summits_34471	chr10	111516238	111516738	.
all_samples_summits_34472	chr10	111516801	111517301	.
all_samples_summits_34473	chr10	111543816	111544316	.
all_samples_summits_34474	chr10	111558198	111558698	.
all_samples_summits_34475	chr10	111558929	111559429	.
all_samples_summits_34476	chr10	111575201	111575701	.
all_samples_summits_34477	chr10	111575882	111576382	.
all_samples_summits_34478	chr10	111576599	111577099	.
all_samples_summits_34479	chr10	111583833	111584333	.
all_samples_summits_34480	chr10	111600549	111601049	.
all_samples_summits_34481	chr10	111618780	111619280	.
all_samples_summits_34482	chr10	111619574	111620074	.
all_samples_summits_34483	chr10	111620231	111620731	.
all_samples_summits_34484	chr10	111620860	111621360	.
all_samples_summits_34485	chr10	111621670	111622170	.
all_samples_summits_34486	chr10	111636822	111637322	.
all_samples_summits_34487	chr10	111654353	111654853	.
all_samples_summits_34488	chr10	111666551	111667051	.
all_samples_summits_34489	chr10	111668057	111668557	.
all_samples_summits_34490	chr10	111672734	111673234	.
all_samples_summits_34491	chr10	111676223	111676723	.
all_samples_summits_34492	chr10	111713607	111714107	.
all_samples_summits_34493	chr10	111715151	111715651	.
all_samples_summits_34494	chr10	111717740	111718240	.
all_samples_summits_34495	chr10	111719502	111720002	.
all_samples_summits_34496	chr10	111741240	111741740	.
all_samples_summits_34497	chr10	111758695	111759195	.
all_samples_summits_34498	chr10	111759577	111760077	.
all_samples_summits_34499	chr10	111769957	111770457	.
all_samples_summits_34500	chr10	111771567	111772067	.
all_samples_summits_34501	chr10	111795048	111795548	.
all_samples_summits_34502	chr10	111795662	111796162	.
all_samples_summits_34503	chr10	111826255	111826755	.
all_samples_summits_34504	chr10	111827176	111827676	.
all_samples_summits_34505	chr10	111925417	111925917	.
all_samples_summits_34506	chr10	111936721	111937221	.
all_samples_summits_34507	chr10	111942947	111943447	.
all_samples_summits_34508	chr10	111945516	111946016	.
all_samples_summits_34509	chr10	111957644	111958144	.
all_samples_summits_34510	chr10	111959230	111959730	.
all_samples_summits_34511	chr10	111959770	111960270	.
all_samples_summits_34512	chr10	111960376	111960876	.
all_samples_summits_34513	chr10	111966291	111966791	.
all_samples_summits_34514	chr10	111972444	111972944	.
all_samples_summits_34515	chr10	111995788	111996288	.
all_samples_summits_34516	chr10	111996429	111996929	.
all_samples_summits_34517	chr10	111996978	111997478	.
all_samples_summits_34518	chr10	112160134	112160634	.
all_samples_summits_34519	chr10	112882984	112883484	.
all_samples_summits_34520	chr10	112893264	112893764	.
all_samples_summits_34521	chr10	112893783	112894283	.
all_samples_summits_34522	chr10	112928289	112928789	.
all_samples_summits_34523	chr10	112928791	112929291	.
all_samples_summits_34524	chr10	115175443	115175943	.
all_samples_summits_34525	chr10	115248056	115248556	.
all_samples_summits_34526	chr10	115250317	115250817	.
all_samples_summits_34527	chr10	115251217	115251717	.
all_samples_summits_34528	chr10	115252164	115252664	.
all_samples_summits_34529	chr10	115262210	115262710	.
all_samples_summits_34530	chr10	115263169	115263669	.
all_samples_summits_34531	chr10	115284129	115284629	.
all_samples_summits_34532	chr10	115311199	115311699	.
all_samples_summits_34533	chr10	115312452	115312952	.
all_samples_summits_34534	chr10	115314758	115315258	.
all_samples_summits_34535	chr10	115315350	115315850	.
all_samples_summits_34536	chr10	115362158	115362658	.
all_samples_summits_34537	chr10	115383445	115383945	.
all_samples_summits_34538	chr10	115384022	115384522	.
all_samples_summits_34539	chr10	115384610	115385110	.
all_samples_summits_34540	chr10	115385156	115385656	.
all_samples_summits_34541	chr10	115395968	115396468	.
all_samples_summits_34542	chr10	115623813	115624313	.
all_samples_summits_34543	chr10	115780175	115780675	.
all_samples_summits_34544	chr10	115814557	115815057	.
all_samples_summits_34545	chr10	115816434	115816934	.
all_samples_summits_34546	chr10	115817012	115817512	.
all_samples_summits_34547	chr10	115828823	115829323	.
all_samples_summits_34548	chr10	115829653	115830153	.
all_samples_summits_34549	chr10	116330388	116330888	.
all_samples_summits_34550	chr10	116536940	116537440	.
all_samples_summits_34551	chr10	116537443	116537943	.
all_samples_summits_34552	chr10	116580762	116581262	.
all_samples_summits_34553	chr10	116581294	116581794	.
all_samples_summits_34554	chr10	116582088	116582588	.
all_samples_summits_34555	chr10	116693723	116694223	.
all_samples_summits_34556	chr10	116701183	116701683	.
all_samples_summits_34557	chr10	116730223	116730723	.
all_samples_summits_34558	chr10	116750887	116751387	.
all_samples_summits_34559	chr10	116769241	116769741	.
all_samples_summits_34560	chr10	116928752	116929252	.
all_samples_summits_34561	chr10	116930053	116930553	.
all_samples_summits_34562	chr10	116949399	116949899	.
all_samples_summits_34563	chr10	116950292	116950792	.
all_samples_summits_34564	chr10	116996149	116996649	.
all_samples_summits_34565	chr10	117023620	117024120	.
all_samples_summits_34566	chr10	117033731	117034231	.
all_samples_summits_34567	chr10	117063598	117064098	.
all_samples_summits_34568	chr10	117106252	117106752	.
all_samples_summits_34569	chr10	117118446	117118946	.
all_samples_summits_34570	chr10	117145587	117146087	.
all_samples_summits_34571	chr10	117148316	117148816	.
all_samples_summits_34572	chr10	117149663	117150163	.
all_samples_summits_34573	chr10	117150190	117150690	.
all_samples_summits_34574	chr10	117209531	117210031	.
all_samples_summits_34575	chr10	117223956	117224456	.
all_samples_summits_34576	chr10	117224532	117225032	.
all_samples_summits_34577	chr10	117225077	117225577	.
all_samples_summits_34578	chr10	117233873	117234373	.
all_samples_summits_34579	chr10	117234594	117235094	.
all_samples_summits_34580	chr10	117235847	117236347	.
all_samples_summits_34581	chr10	117275643	117276143	.
all_samples_summits_34582	chr10	117281982	117282482	.
all_samples_summits_34583	chr10	117301672	117302172	.
all_samples_summits_34584	chr10	117319594	117320094	.
all_samples_summits_34585	chr10	117320382	117320882	.
all_samples_summits_34586	chr10	117330467	117330967	.
all_samples_summits_34587	chr10	117376244	117376744	.
all_samples_summits_34588	chr10	117376763	117377263	.
all_samples_summits_34589	chr10	117393164	117393664	.
all_samples_summits_34590	chr10	117417979	117418479	.
all_samples_summits_34591	chr10	117432320	117432820	.
all_samples_summits_34592	chr10	117435310	117435810	.
all_samples_summits_34593	chr10	117455665	117456165	.
all_samples_summits_34594	chr10	117494018	117494518	.
all_samples_summits_34595	chr10	117518689	117519189	.
all_samples_summits_34596	chr10	117521487	117521987	.
all_samples_summits_34597	chr10	117571251	117571751	.
all_samples_summits_34598	chr10	117629201	117629701	.
all_samples_summits_34599	chr10	117648347	117648847	.
all_samples_summits_34600	chr10	117649703	117650203	.
all_samples_summits_34601	chr10	117663013	117663513	.
all_samples_summits_34602	chr10	117663739	117664239	.
all_samples_summits_34603	chr10	117677419	117677919	.
all_samples_summits_34604	chr10	117709267	117709767	.
all_samples_summits_34605	chr10	117709900	117710400	.
all_samples_summits_34606	chr10	117710583	117711083	.
all_samples_summits_34607	chr10	117717558	117718058	.
all_samples_summits_34608	chr10	117721379	117721879	.
all_samples_summits_34609	chr10	117729420	117729920	.
all_samples_summits_34610	chr10	117731147	117731647	.
all_samples_summits_34611	chr10	117746150	117746650	.
all_samples_summits_34612	chr10	117792669	117793169	.
all_samples_summits_34613	chr10	117838906	117839406	.
all_samples_summits_34614	chr10	117845186	117845686	.
all_samples_summits_34615	chr10	117845848	117846348	.
all_samples_summits_34616	chr10	117859775	117860275	.
all_samples_summits_34617	chr10	117860328	117860828	.
all_samples_summits_34618	chr10	117861999	117862499	.
all_samples_summits_34619	chr10	117864552	117865052	.
all_samples_summits_34620	chr10	117867262	117867762	.
all_samples_summits_34621	chr10	117873929	117874429	.
all_samples_summits_34622	chr10	117876360	117876860	.
all_samples_summits_34623	chr10	117884687	117885187	.
all_samples_summits_34624	chr10	117905516	117906016	.
all_samples_summits_34625	chr10	117906150	117906650	.
all_samples_summits_34626	chr10	117940854	117941354	.
all_samples_summits_34627	chr10	118103119	118103619	.
all_samples_summits_34628	chr10	118141440	118141940	.
all_samples_summits_34629	chr10	118142413	118142913	.
all_samples_summits_34630	chr10	118868280	118868780	.
all_samples_summits_34631	chr10	118868910	118869410	.
all_samples_summits_34632	chr10	118869623	118870123	.
all_samples_summits_34633	chr10	118988256	118988756	.
all_samples_summits_34634	chr10	118991178	118991678	.
all_samples_summits_34635	chr10	118993791	118994291	.
all_samples_summits_34636	chr10	119003771	119004271	.
all_samples_summits_34637	chr10	119010115	119010615	.
all_samples_summits_34638	chr10	119010665	119011165	.
all_samples_summits_34639	chr10	119014752	119015252	.
all_samples_summits_34640	chr10	119229989	119230489	.
all_samples_summits_34641	chr10	119239279	119239779	.
all_samples_summits_34642	chr10	119239983	119240483	.
all_samples_summits_34643	chr10	119614690	119615190	.
all_samples_summits_34644	chr10	119615207	119615707	.
all_samples_summits_34645	chr10	120060512	120061012	.
all_samples_summits_34646	chr10	120061117	120061617	.
all_samples_summits_34647	chr10	120097489	120097989	.
all_samples_summits_34648	chr10	120112760	120113260	.
all_samples_summits_34649	chr10	120201365	120201865	.
all_samples_summits_34650	chr10	120202050	120202550	.
all_samples_summits_34651	chr10	120208533	120209033	.
all_samples_summits_34652	chr10	120209503	120210003	.
all_samples_summits_34653	chr10	120226777	120227277	.
all_samples_summits_34654	chr10	120421909	120422409	.
all_samples_summits_34655	chr10	120636002	120636502	.
all_samples_summits_34656	chr10	120701799	120702299	.
all_samples_summits_34657	chr10	120840899	120841399	.
all_samples_summits_34658	chr10	120848612	120849112	.
all_samples_summits_34659	chr10	120857638	120858138	.
all_samples_summits_34660	chr10	120876077	120876577	.
all_samples_summits_34661	chr10	120876809	120877309	.
all_samples_summits_34662	chr10	120893823	120894323	.
all_samples_summits_34663	chr10	120895943	120896443	.
all_samples_summits_34664	chr10	120898783	120899283	.
all_samples_summits_34665	chr10	120914902	120915402	.
all_samples_summits_34666	chr10	120938295	120938795	.
all_samples_summits_34667	chr10	120946793	120947293	.
all_samples_summits_34668	chr10	120955466	120955966	.
all_samples_summits_34669	chr10	120955968	120956468	.
all_samples_summits_34670	chr10	120978084	120978584	.
all_samples_summits_34671	chr10	120978650	120979150	.
all_samples_summits_34672	chr10	120979178	120979678	.
all_samples_summits_34673	chr10	120979744	120980244	.
all_samples_summits_34674	chr10	121022585	121023085	.
all_samples_summits_34675	chr10	121033270	121033770	.
all_samples_summits_34676	chr10	121033966	121034466	.
all_samples_summits_34677	chr10	121095900	121096400	.
all_samples_summits_34678	chr10	121129172	121129672	.
all_samples_summits_34679	chr10	121206101	121206601	.
all_samples_summits_34680	chr10	121222829	121223329	.
all_samples_summits_34681	chr10	121242561	121243061	.
all_samples_summits_34682	chr10	121246937	121247437	.
all_samples_summits_34683	chr10	121247706	121248206	.
all_samples_summits_34684	chr10	121250547	121251047	.
all_samples_summits_34685	chr10	121256378	121256878	.
all_samples_summits_34686	chr10	121263452	121263952	.
all_samples_summits_34687	chr10	121276989	121277489	.
all_samples_summits_34688	chr10	121278602	121279102	.
all_samples_summits_34689	chr10	121279520	121280020	.
all_samples_summits_34690	chr10	121293942	121294442	.
all_samples_summits_34691	chr10	121297302	121297802	.
all_samples_summits_34692	chr10	121305397	121305897	.
all_samples_summits_34693	chr10	121309203	121309703	.
all_samples_summits_34694	chr10	121309893	121310393	.
all_samples_summits_34695	chr10	121310787	121311287	.
all_samples_summits_34696	chr10	121318363	121318863	.
all_samples_summits_34697	chr10	121336492	121336992	.
all_samples_summits_34698	chr10	121348859	121349359	.
all_samples_summits_34699	chr10	121350535	121351035	.
all_samples_summits_34700	chr10	121351218	121351718	.
all_samples_summits_34701	chr10	121364759	121365259	.
all_samples_summits_34702	chr10	121365676	121366176	.
all_samples_summits_34703	chr10	121369022	121369522	.
all_samples_summits_34704	chr10	121376110	121376610	.
all_samples_summits_34705	chr10	121376888	121377388	.
all_samples_summits_34706	chr10	121385663	121386163	.
all_samples_summits_34707	chr10	121390527	121391027	.
all_samples_summits_34708	chr10	121394791	121395291	.
all_samples_summits_34709	chr10	121395540	121396040	.
all_samples_summits_34710	chr10	121409653	121410153	.
all_samples_summits_34711	chr10	121418892	121419392	.
all_samples_summits_34712	chr10	121420192	121420692	.
all_samples_summits_34713	chr10	121425690	121426190	.
all_samples_summits_34714	chr10	121428405	121428905	.
all_samples_summits_34715	chr10	121429114	121429614	.
all_samples_summits_34716	chr10	121432000	121432500	.
all_samples_summits_34717	chr10	121432612	121433112	.
all_samples_summits_34718	chr10	121434379	121434879	.
all_samples_summits_34719	chr10	121435517	121436017	.
all_samples_summits_34720	chr10	121439179	121439679	.
all_samples_summits_34721	chr10	121443715	121444215	.
all_samples_summits_34722	chr10	121445754	121446254	.
all_samples_summits_34723	chr10	121455060	121455560	.
all_samples_summits_34724	chr10	121461496	121461996	.
all_samples_summits_34725	chr10	121473907	121474407	.
all_samples_summits_34726	chr10	121475383	121475883	.
all_samples_summits_34727	chr10	121476049	121476549	.
all_samples_summits_34728	chr10	121476640	121477140	.
all_samples_summits_34729	chr10	121486344	121486844	.
all_samples_summits_34730	chr10	121498359	121498859	.
all_samples_summits_34731	chr10	121498922	121499422	.
all_samples_summits_34732	chr10	121500022	121500522	.
all_samples_summits_34733	chr10	121501052	121501552	.
all_samples_summits_34734	chr10	121505144	121505644	.
all_samples_summits_34735	chr10	121509698	121510198	.
all_samples_summits_34736	chr10	121510281	121510781	.
all_samples_summits_34737	chr10	121510782	121511282	.
all_samples_summits_34738	chr10	121512840	121513340	.
all_samples_summits_34739	chr10	121516154	121516654	.
all_samples_summits_34740	chr10	121520910	121521410	.
all_samples_summits_34741	chr10	121585933	121586433	.
all_samples_summits_34742	chr10	121586564	121587064	.
all_samples_summits_34743	chr10	121587366	121587866	.
all_samples_summits_34744	chr10	121603545	121604045	.
all_samples_summits_34745	chr10	121626251	121626751	.
all_samples_summits_34746	chr10	121640377	121640877	.
all_samples_summits_34747	chr10	121641387	121641887	.
all_samples_summits_34748	chr10	121689545	121690045	.
all_samples_summits_34749	chr10	121705692	121706192	.
all_samples_summits_34750	chr10	121738705	121739205	.
all_samples_summits_34751	chr10	121739554	121740054	.
all_samples_summits_34752	chr10	121740073	121740573	.
all_samples_summits_34753	chr10	121746662	121747162	.
all_samples_summits_34754	chr10	121750149	121750649	.
all_samples_summits_34755	chr10	121754192	121754692	.
all_samples_summits_34756	chr10	121756692	121757192	.
all_samples_summits_34757	chr10	121770827	121771327	.
all_samples_summits_34758	chr10	121796332	121796832	.
all_samples_summits_34759	chr10	121822596	121823096	.
all_samples_summits_34760	chr10	121856031	121856531	.
all_samples_summits_34761	chr10	121904120	121904620	.
all_samples_summits_34762	chr10	121961458	121961958	.
all_samples_summits_34763	chr10	122030319	122030819	.
all_samples_summits_34764	chr10	122038516	122039016	.
all_samples_summits_34765	chr10	122047122	122047622	.
all_samples_summits_34766	chr10	122047700	122048200	.
all_samples_summits_34767	chr10	122051773	122052273	.
all_samples_summits_34768	chr10	122096385	122096885	.
all_samples_summits_34769	chr10	122097072	122097572	.
all_samples_summits_34770	chr10	122105340	122105840	.
all_samples_summits_34771	chr10	122167649	122168149	.
all_samples_summits_34772	chr10	122185101	122185601	.
all_samples_summits_34773	chr10	122194024	122194524	.
all_samples_summits_34774	chr10	122273726	122274226	.
all_samples_summits_34775	chr10	122274851	122275351	.
all_samples_summits_34776	chr10	122276676	122277176	.
all_samples_summits_34777	chr10	122342346	122342846	.
all_samples_summits_34778	chr10	122343248	122343748	.
all_samples_summits_34779	chr10	122408982	122409482	.
all_samples_summits_34780	chr10	122447238	122447738	.
all_samples_summits_34781	chr10	122522596	122523096	.
all_samples_summits_34782	chr10	122544058	122544558	.
all_samples_summits_34783	chr10	122553034	122553534	.
all_samples_summits_34784	chr10	122571142	122571642	.
all_samples_summits_34785	chr10	122656602	122657102	.
all_samples_summits_34786	chr10	122660743	122661243	.
all_samples_summits_34787	chr10	122678452	122678952	.
all_samples_summits_34788	chr10	122679164	122679664	.
all_samples_summits_34789	chr10	122690718	122691218	.
all_samples_summits_34790	chr10	122765485	122765985	.
all_samples_summits_34791	chr10	122777382	122777882	.
all_samples_summits_34792	chr10	122792589	122793089	.
all_samples_summits_34793	chr10	122794327	122794827	.
all_samples_summits_34794	chr10	122807008	122807508	.
all_samples_summits_34795	chr10	122854063	122854563	.
all_samples_summits_34796	chr10	122870080	122870580	.
all_samples_summits_34797	chr10	122870838	122871338	.
all_samples_summits_34798	chr10	122891440	122891940	.
all_samples_summits_34799	chr10	122892245	122892745	.
all_samples_summits_34800	chr10	122893383	122893883	.
all_samples_summits_34801	chr10	122894576	122895076	.
all_samples_summits_34802	chr10	122895393	122895893	.
all_samples_summits_34803	chr10	122912755	122913255	.
all_samples_summits_34804	chr10	122982840	122983340	.
all_samples_summits_34805	chr10	122985100	122985600	.
all_samples_summits_34806	chr10	122985944	122986444	.
all_samples_summits_34807	chr10	122987638	122988138	.
all_samples_summits_34808	chr10	122988151	122988651	.
all_samples_summits_34809	chr10	123076188	123076688	.
all_samples_summits_34810	chr10	123091715	123092215	.
all_samples_summits_34811	chr10	123183197	123183697	.
all_samples_summits_34812	chr10	123195438	123195938	.
all_samples_summits_34813	chr10	123196743	123197243	.
all_samples_summits_34814	chr10	123264617	123265117	.
all_samples_summits_34815	chr10	123818114	123818614	.
all_samples_summits_34816	chr10	123929906	123930406	.
all_samples_summits_34817	chr10	124119544	124120044	.
all_samples_summits_34818	chr10	124249322	124249822	.
all_samples_summits_34819	chr10	125264903	125265403	.
all_samples_summits_34820	chr10	125270204	125270704	.
all_samples_summits_34821	chr10	125321633	125322133	.
all_samples_summits_34822	chr10	125322285	125322785	.
all_samples_summits_34823	chr10	125325162	125325662	.
all_samples_summits_34824	chr10	125362602	125363102	.
all_samples_summits_34825	chr10	125377249	125377749	.
all_samples_summits_34826	chr10	125388755	125389255	.
all_samples_summits_34827	chr10	125389454	125389954	.
all_samples_summits_34828	chr10	125725268	125725768	.
all_samples_summits_34829	chr10	125961652	125962152	.
all_samples_summits_34830	chr10	125965894	125966394	.
all_samples_summits_34831	chr10	126330513	126331013	.
all_samples_summits_34832	chr10	126452033	126452533	.
